timestamp_id,year,month,day,hour,minute,second,quarter,weekday,isotime,weight
97,2015,Nov,12,1,17,7,4,Thu,2015-11-12T01:17:07,103840
98,2015,Nov,12,2,45,14,4,Thu,2015-11-12T02:45:14,110330
99,2015,Nov,12,3,23,50,4,Thu,2015-11-12T03:23:50,110330
100,2015,Nov,12,4,10,21,4,Thu,2015-11-12T04:10:21,90860
101,2015,Nov,12,5,27,52,4,Thu,2015-11-12T05:27:52,116820
102,2015,Nov,12,6,3,6,4,Thu,2015-11-12T06:03:06,175230
103,2015,Nov,12,7,50,9,4,Thu,2015-11-12T07:50:09,217415
104,2015,Nov,12,8,54,44,4,Thu,2015-11-12T08:54:44,256355
105,2015,Nov,12,9,14,2,4,Thu,2015-11-12T09:14:02,275825
106,2015,Nov,12,10,52,36,4,Thu,2015-11-12T10:52:36,279070
107,2015,Nov,12,11,40,58,4,Thu,2015-11-12T11:40:58,324500
108,2015,Nov,12,12,59,34,4,Thu,2015-11-12T12:59:34,301785
109,2015,Nov,12,13,38,43,4,Thu,2015-11-12T13:38:43,292050
110,2015,Nov,12,14,4,1,4,Thu,2015-11-12T14:04:01,298540
111,2015,Nov,12,15,7,40,4,Thu,2015-11-12T15:07:40,269335
112,2015,Nov,12,16,12,38,4,Thu,2015-11-12T16:12:38,269335
113,2015,Nov,12,17,53,36,4,Thu,2015-11-12T17:53:36,214170
114,2015,Nov,12,18,7,25,4,Thu,2015-11-12T18:07:25,210925
115,2015,Nov,12,19,5,23,4,Thu,2015-11-12T19:05:23,197945
116,2015,Nov,12,20,53,7,4,Thu,2015-11-12T20:53:07,233640
117,2015,Nov,12,21,2,38,4,Thu,2015-11-12T21:02:38,220660
118,2015,Nov,12,22,1,12,4,Thu,2015-11-12T22:01:12,178475
119,2015,Nov,12,23,11,45,4,Thu,2015-11-12T23:11:45,162250
120,2015,Nov,13,0,7,30,4,Fri,2015-11-13T00:07:30,237600
121,2015,Nov,13,1,13,46,4,Fri,2015-11-13T01:13:46,168960
122,2015,Nov,13,2,51,3,4,Fri,2015-11-13T02:51:03,179520
123,2015,Nov,13,3,59,43,4,Fri,2015-11-13T03:59:43,179520
124,2015,Nov,13,4,1,34,4,Fri,2015-11-13T04:01:34,147840
125,2015,Nov,13,5,27,39,4,Fri,2015-11-13T05:27:39,190080
126,2015,Nov,13,6,6,53,4,Fri,2015-11-13T06:06:53,285120
127,2015,Nov,13,7,16,4,4,Fri,2015-11-13T07:16:04,353760
128,2015,Nov,13,8,14,4,4,Fri,2015-11-13T08:14:04,417120
129,2015,Nov,13,9,41,19,4,Fri,2015-11-13T09:41:19,448800
130,2015,Nov,13,10,22,27,4,Fri,2015-11-13T10:22:27,454080
131,2015,Nov,13,11,11,3,4,Fri,2015-11-13T11:11:03,528000
132,2015,Nov,13,12,32,29,4,Fri,2015-11-13T12:32:29,491040
133,2015,Nov,13,13,2,38,4,Fri,2015-11-13T13:02:38,475200
134,2015,Nov,13,14,6,44,4,Fri,2015-11-13T14:06:44,485760
135,2015,Nov,13,15,25,12,4,Fri,2015-11-13T15:25:12,438240
136,2015,Nov,13,16,16,22,4,Fri,2015-11-13T16:16:22,438240
137,2015,Nov,13,17,57,46,4,Fri,2015-11-13T17:57:46,348480
138,2015,Nov,13,18,30,53,4,Fri,2015-11-13T18:30:53,343200
139,2015,Nov,13,19,57,58,4,Fri,2015-11-13T19:57:58,322080
140,2015,Nov,13,20,36,10,4,Fri,2015-11-13T20:36:10,380160
141,2015,Nov,13,21,44,43,4,Fri,2015-11-13T21:44:43,359040
142,2015,Nov,13,22,13,49,4,Fri,2015-11-13T22:13:49,290400
143,2015,Nov,13,23,3,50,4,Fri,2015-11-13T23:03:50,264000
144,2015,Nov,14,0,43,10,4,Sat,2015-11-14T00:43:10,205425
145,2015,Nov,14,1,54,10,4,Sat,2015-11-14T01:54:10,146080
146,2015,Nov,14,2,21,33,4,Sat,2015-11-14T02:21:33,155210
147,2015,Nov,14,3,16,7,4,Sat,2015-11-14T03:16:07,155210
148,2015,Nov,14,4,38,58,4,Sat,2015-11-14T04:38:58,127820
149,2015,Nov,14,5,28,42,4,Sat,2015-11-14T05:28:42,164340
150,2015,Nov,14,6,11,0,4,Sat,2015-11-14T06:11:00,246510
151,2015,Nov,14,7,30,43,4,Sat,2015-11-14T07:30:43,305855
152,2015,Nov,14,8,26,57,4,Sat,2015-11-14T08:26:57,360635
153,2015,Nov,14,9,36,55,4,Sat,2015-11-14T09:36:55,388025
154,2015,Nov,14,10,32,58,4,Sat,2015-11-14T10:32:58,392590
155,2015,Nov,14,11,19,41,4,Sat,2015-11-14T11:19:41,456500
156,2015,Nov,14,12,22,24,4,Sat,2015-11-14T12:22:24,424545
157,2015,Nov,14,13,53,42,4,Sat,2015-11-14T13:53:42,410850
158,2015,Nov,14,14,16,9,4,Sat,2015-11-14T14:16:09,419980
159,2015,Nov,14,15,35,44,4,Sat,2015-11-14T15:35:44,378895
160,2015,Nov,14,16,0,29,4,Sat,2015-11-14T16:00:29,378895
161,2015,Nov,14,17,47,5,4,Sat,2015-11-14T17:47:05,301290
162,2015,Nov,14,18,21,47,4,Sat,2015-11-14T18:21:47,296725
163,2015,Nov,14,19,2,34,4,Sat,2015-11-14T19:02:34,278465
164,2015,Nov,14,20,17,8,4,Sat,2015-11-14T20:17:08,328680
165,2015,Nov,14,21,15,48,4,Sat,2015-11-14T21:15:48,310420
166,2015,Nov,14,22,30,22,4,Sat,2015-11-14T22:30:22,251075
167,2015,Nov,14,23,39,18,4,Sat,2015-11-14T23:39:18,228250
168,2015,Nov,15,0,43,22,4,Sun,2015-11-15T00:43:22,215325
169,2015,Nov,15,1,37,57,4,Sun,2015-11-15T01:37:57,153120
170,2015,Nov,15,2,40,54,4,Sun,2015-11-15T02:40:54,162690
171,2015,Nov,15,3,39,8,4,Sun,2015-11-15T03:39:08,162690
172,2015,Nov,15,4,45,19,4,Sun,2015-11-15T04:45:19,133980
173,2015,Nov,15,5,24,47,4,Sun,2015-11-15T05:24:47,172260
174,2015,Nov,15,6,26,53,4,Sun,2015-11-15T06:26:53,258390
175,2015,Nov,15,7,41,5,4,Sun,2015-11-15T07:41:05,320595
176,2015,Nov,15,8,0,38,4,Sun,2015-11-15T08:00:38,378015
177,2015,Nov,15,9,12,44,4,Sun,2015-11-15T09:12:44,406725
178,2015,Nov,15,10,21,10,4,Sun,2015-11-15T10:21:10,411510
179,2015,Nov,15,11,15,14,4,Sun,2015-11-15T11:15:14,478500
180,2015,Nov,15,12,40,28,4,Sun,2015-11-15T12:40:28,445005
181,2015,Nov,15,13,24,45,4,Sun,2015-11-15T13:24:45,430650
182,2015,Nov,15,14,56,43,4,Sun,2015-11-15T14:56:43,440220
183,2015,Nov,15,15,36,55,4,Sun,2015-11-15T15:36:55,397155
184,2015,Nov,15,16,26,2,4,Sun,2015-11-15T16:26:02,397155
185,2015,Nov,15,17,25,55,4,Sun,2015-11-15T17:25:55,315810
186,2015,Nov,15,18,44,36,4,Sun,2015-11-15T18:44:36,311025
187,2015,Nov,15,19,26,49,4,Sun,2015-11-15T19:26:49,291885
188,2015,Nov,15,20,42,45,4,Sun,2015-11-15T20:42:45,344520
189,2015,Nov,15,21,2,10,4,Sun,2015-11-15T21:02:10,325380
190,2015,Nov,15,22,28,4,4,Sun,2015-11-15T22:28:04,263175
191,2015,Nov,15,23,16,44,4,Sun,2015-11-15T23:16:44,239250
192,2015,Nov,16,0,10,28,4,Mon,2015-11-16T00:10:28,247500
193,2015,Nov,16,1,33,56,4,Mon,2015-11-16T01:33:56,176000
194,2015,Nov,16,2,31,58,4,Mon,2015-11-16T02:31:58,187000
195,2015,Nov,16,3,35,38,4,Mon,2015-11-16T03:35:38,187000
196,2015,Nov,16,4,48,0,4,Mon,2015-11-16T04:48:00,154000
197,2015,Nov,16,5,56,2,4,Mon,2015-11-16T05:56:02,198000
198,2015,Nov,16,6,31,20,4,Mon,2015-11-16T06:31:20,297000
199,2015,Nov,16,7,19,53,4,Mon,2015-11-16T07:19:53,368500
200,2015,Nov,16,8,29,3,4,Mon,2015-11-16T08:29:03,434500
201,2015,Nov,16,9,51,52,4,Mon,2015-11-16T09:51:52,467500
202,2015,Nov,16,10,56,51,4,Mon,2015-11-16T10:56:51,473000
203,2015,Nov,16,11,26,12,4,Mon,2015-11-16T11:26:12,550000
204,2015,Nov,16,12,35,40,4,Mon,2015-11-16T12:35:40,511500
205,2015,Nov,16,13,5,53,4,Mon,2015-11-16T13:05:53,495000
206,2015,Nov,16,14,46,8,4,Mon,2015-11-16T14:46:08,506000
207,2015,Nov,16,15,0,25,4,Mon,2015-11-16T15:00:25,456500
208,2015,Nov,16,16,43,26,4,Mon,2015-11-16T16:43:26,456500
209,2015,Nov,16,17,20,0,4,Mon,2015-11-16T17:20:00,363000
210,2015,Nov,16,18,13,0,4,Mon,2015-11-16T18:13:00,357500
211,2015,Nov,16,19,45,48,4,Mon,2015-11-16T19:45:48,335500
212,2015,Nov,16,20,0,52,4,Mon,2015-11-16T20:00:52,396000
213,2015,Nov,16,21,43,33,4,Mon,2015-11-16T21:43:33,374000
214,2015,Nov,16,22,39,6,4,Mon,2015-11-16T22:39:06,302500
215,2015,Nov,16,23,12,7,4,Mon,2015-11-16T23:12:07,275000
216,2015,Nov,17,0,38,41,4,Tue,2015-11-17T00:38:41,141075
217,2015,Nov,17,1,12,55,4,Tue,2015-11-17T01:12:55,100320
218,2015,Nov,17,2,19,17,4,Tue,2015-11-17T02:19:17,106590
219,2015,Nov,17,3,44,11,4,Tue,2015-11-17T03:44:11,106590
220,2015,Nov,17,4,6,30,4,Tue,2015-11-17T04:06:30,87780
221,2015,Nov,17,5,54,59,4,Tue,2015-11-17T05:54:59,112860
222,2015,Nov,17,6,25,40,4,Tue,2015-11-17T06:25:40,169290
223,2015,Nov,17,7,5,1,4,Tue,2015-11-17T07:05:01,210045
224,2015,Nov,17,8,17,58,4,Tue,2015-11-17T08:17:58,247665
225,2015,Nov,17,9,28,51,4,Tue,2015-11-17T09:28:51,266475
226,2015,Nov,17,10,50,7,4,Tue,2015-11-17T10:50:07,269610
227,2015,Nov,17,11,55,16,4,Tue,2015-11-17T11:55:16,313500
228,2015,Nov,17,12,8,41,4,Tue,2015-11-17T12:08:41,291555
229,2015,Nov,17,13,33,52,4,Tue,2015-11-17T13:33:52,282150
230,2015,Nov,17,14,41,41,4,Tue,2015-11-17T14:41:41,288420
231,2015,Nov,17,15,22,7,4,Tue,2015-11-17T15:22:07,260205
232,2015,Nov,17,16,55,9,4,Tue,2015-11-17T16:55:09,260205
233,2015,Nov,17,17,17,54,4,Tue,2015-11-17T17:17:54,206910
234,2015,Nov,17,18,1,2,4,Tue,2015-11-17T18:01:02,203775
235,2015,Nov,17,19,2,13,4,Tue,2015-11-17T19:02:13,191235
236,2015,Nov,17,20,43,16,4,Tue,2015-11-17T20:43:16,225720
237,2015,Nov,17,21,35,20,4,Tue,2015-11-17T21:35:20,213180
238,2015,Nov,17,22,23,36,4,Tue,2015-11-17T22:23:36,172425
239,2015,Nov,17,23,58,54,4,Tue,2015-11-17T23:58:54,156750
240,2015,Nov,18,0,2,54,4,Wed,2015-11-18T00:02:54,143550
241,2015,Nov,18,1,47,44,4,Wed,2015-11-18T01:47:44,102080
242,2015,Nov,18,2,38,41,4,Wed,2015-11-18T02:38:41,108460
243,2015,Nov,18,3,31,45,4,Wed,2015-11-18T03:31:45,108460
244,2015,Nov,18,4,41,57,4,Wed,2015-11-18T04:41:57,89320
245,2015,Nov,18,5,29,40,4,Wed,2015-11-18T05:29:40,114840
246,2015,Nov,18,6,27,23,4,Wed,2015-11-18T06:27:23,172260
247,2015,Nov,18,7,55,34,4,Wed,2015-11-18T07:55:34,213730
248,2015,Nov,18,8,11,13,4,Wed,2015-11-18T08:11:13,252010
249,2015,Nov,18,9,24,37,4,Wed,2015-11-18T09:24:37,271150
250,2015,Nov,18,10,18,0,4,Wed,2015-11-18T10:18:00,274340
251,2015,Nov,18,11,8,9,4,Wed,2015-11-18T11:08:09,319000
252,2015,Nov,18,12,17,21,4,Wed,2015-11-18T12:17:21,296670
253,2015,Nov,18,13,21,50,4,Wed,2015-11-18T13:21:50,287100
254,2015,Nov,18,14,23,45,4,Wed,2015-11-18T14:23:45,293480
255,2015,Nov,18,15,5,21,4,Wed,2015-11-18T15:05:21,264770
256,2015,Nov,18,16,49,39,4,Wed,2015-11-18T16:49:39,264770
257,2015,Nov,18,17,2,2,4,Wed,2015-11-18T17:02:02,210540
258,2015,Nov,18,18,17,10,4,Wed,2015-11-18T18:17:10,207350
259,2015,Nov,18,19,9,37,4,Wed,2015-11-18T19:09:37,194590
260,2015,Nov,18,20,18,23,4,Wed,2015-11-18T20:18:23,229680
261,2015,Nov,18,21,25,35,4,Wed,2015-11-18T21:25:35,216920
262,2015,Nov,18,22,8,18,4,Wed,2015-11-18T22:08:18,175450
263,2015,Nov,18,23,7,30,4,Wed,2015-11-18T23:07:30,159500
264,2015,Nov,19,0,46,15,4,Thu,2015-11-19T00:46:15,252225
265,2015,Nov,19,1,59,3,4,Thu,2015-11-19T01:59:03,179360
266,2015,Nov,19,2,19,11,4,Thu,2015-11-19T02:19:11,190570
267,2015,Nov,19,3,54,33,4,Thu,2015-11-19T03:54:33,190570
268,2015,Nov,19,4,46,4,4,Thu,2015-11-19T04:46:04,156940
269,2015,Nov,19,5,19,25,4,Thu,2015-11-19T05:19:25,201780
270,2015,Nov,19,6,53,21,4,Thu,2015-11-19T06:53:21,302670
271,2015,Nov,19,7,19,26,4,Thu,2015-11-19T07:19:26,375535
272,2015,Nov,19,8,6,6,4,Thu,2015-11-19T08:06:06,442795
273,2015,Nov,19,9,35,58,4,Thu,2015-11-19T09:35:58,476425
274,2015,Nov,19,10,30,30,4,Thu,2015-11-19T10:30:30,482030
275,2015,Nov,19,11,21,53,4,Thu,2015-11-19T11:21:53,560500
276,2015,Nov,19,12,51,51,4,Thu,2015-11-19T12:51:51,521265
277,2015,Nov,19,13,21,7,4,Thu,2015-11-19T13:21:07,504450
278,2015,Nov,19,14,30,7,4,Thu,2015-11-19T14:30:07,515660
279,2015,Nov,19,15,44,31,4,Thu,2015-11-19T15:44:31,465215
280,2015,Nov,19,16,27,2,4,Thu,2015-11-19T16:27:02,465215
281,2015,Nov,19,17,19,21,4,Thu,2015-11-19T17:19:21,369930
282,2015,Nov,19,18,47,43,4,Thu,2015-11-19T18:47:43,364325
283,2015,Nov,19,19,57,9,4,Thu,2015-11-19T19:57:09,341905
284,2015,Nov,19,20,58,10,4,Thu,2015-11-19T20:58:10,403560
285,2015,Nov,19,21,40,36,4,Thu,2015-11-19T21:40:36,381140
286,2015,Nov,19,22,24,51,4,Thu,2015-11-19T22:24:51,308275
287,2015,Nov,19,23,40,5,4,Thu,2015-11-19T23:40:05,280250
288,2015,Nov,20,0,4,51,4,Fri,2015-11-20T00:04:51,410400
289,2015,Nov,20,1,5,12,4,Fri,2015-11-20T01:05:12,291840
290,2015,Nov,20,2,47,14,4,Fri,2015-11-20T02:47:14,310080
291,2015,Nov,20,3,3,24,4,Fri,2015-11-20T03:03:24,310080
292,2015,Nov,20,4,0,6,4,Fri,2015-11-20T04:00:06,255360
293,2015,Nov,20,5,25,35,4,Fri,2015-11-20T05:25:35,328320
294,2015,Nov,20,6,33,18,4,Fri,2015-11-20T06:33:18,492480
295,2015,Nov,20,7,28,58,4,Fri,2015-11-20T07:28:58,611040
296,2015,Nov,20,8,31,50,4,Fri,2015-11-20T08:31:50,720480
297,2015,Nov,20,9,37,45,4,Fri,2015-11-20T09:37:45,775200
298,2015,Nov,20,10,43,13,4,Fri,2015-11-20T10:43:13,784320
299,2015,Nov,20,11,27,5,4,Fri,2015-11-20T11:27:05,912000
300,2015,Nov,20,12,23,14,4,Fri,2015-11-20T12:23:14,848160
301,2015,Nov,20,13,16,37,4,Fri,2015-11-20T13:16:37,820800
302,2015,Nov,20,14,49,10,4,Fri,2015-11-20T14:49:10,839040
303,2015,Nov,20,15,27,12,4,Fri,2015-11-20T15:27:12,756960
304,2015,Nov,20,16,22,7,4,Fri,2015-11-20T16:22:07,756960
305,2015,Nov,20,17,4,52,4,Fri,2015-11-20T17:04:52,601920
306,2015,Nov,20,18,55,54,4,Fri,2015-11-20T18:55:54,592800
307,2015,Nov,20,19,44,1,4,Fri,2015-11-20T19:44:01,556320
308,2015,Nov,20,20,57,33,4,Fri,2015-11-20T20:57:33,656640
309,2015,Nov,20,21,28,48,4,Fri,2015-11-20T21:28:48,620160
310,2015,Nov,20,22,43,12,4,Fri,2015-11-20T22:43:12,501600
311,2015,Nov,20,23,7,31,4,Fri,2015-11-20T23:07:31,456000
312,2015,Nov,21,0,25,16,4,Sat,2015-11-21T00:25:16,354825
313,2015,Nov,21,1,13,41,4,Sat,2015-11-21T01:13:41,252320
314,2015,Nov,21,2,2,51,4,Sat,2015-11-21T02:02:51,268090
315,2015,Nov,21,3,13,39,4,Sat,2015-11-21T03:13:39,268090
316,2015,Nov,21,4,9,6,4,Sat,2015-11-21T04:09:06,220780
317,2015,Nov,21,5,12,29,4,Sat,2015-11-21T05:12:29,283860
318,2015,Nov,21,6,24,23,4,Sat,2015-11-21T06:24:23,425790
319,2015,Nov,21,7,34,52,4,Sat,2015-11-21T07:34:52,528295
320,2015,Nov,21,8,9,6,4,Sat,2015-11-21T08:09:06,622915
321,2015,Nov,21,9,38,31,4,Sat,2015-11-21T09:38:31,670225
322,2015,Nov,21,10,9,36,4,Sat,2015-11-21T10:09:36,678110
323,2015,Nov,21,11,25,40,4,Sat,2015-11-21T11:25:40,788500
324,2015,Nov,21,12,43,27,4,Sat,2015-11-21T12:43:27,733305
325,2015,Nov,21,13,56,33,4,Sat,2015-11-21T13:56:33,709650
326,2015,Nov,21,14,31,43,4,Sat,2015-11-21T14:31:43,725420
327,2015,Nov,21,15,58,56,4,Sat,2015-11-21T15:58:56,654455
328,2015,Nov,21,16,20,53,4,Sat,2015-11-21T16:20:53,654455
329,2015,Nov,21,17,31,31,4,Sat,2015-11-21T17:31:31,520410
330,2015,Nov,21,18,40,42,4,Sat,2015-11-21T18:40:42,512525
331,2015,Nov,21,19,55,12,4,Sat,2015-11-21T19:55:12,480985
332,2015,Nov,21,20,34,39,4,Sat,2015-11-21T20:34:39,567720
333,2015,Nov,21,21,59,14,4,Sat,2015-11-21T21:59:14,536180
334,2015,Nov,21,22,0,21,4,Sat,2015-11-21T22:00:21,433675
335,2015,Nov,21,23,45,47,4,Sat,2015-11-21T23:45:47,394250
336,2015,Nov,22,0,57,20,4,Sun,2015-11-22T00:57:20,371925
337,2015,Nov,22,1,52,20,4,Sun,2015-11-22T01:52:20,264480
338,2015,Nov,22,2,2,33,4,Sun,2015-11-22T02:02:33,281010
339,2015,Nov,22,3,9,55,4,Sun,2015-11-22T03:09:55,281010
340,2015,Nov,22,4,16,38,4,Sun,2015-11-22T04:16:38,231420
341,2015,Nov,22,5,50,9,4,Sun,2015-11-22T05:50:09,297540
342,2015,Nov,22,6,53,24,4,Sun,2015-11-22T06:53:24,446310
343,2015,Nov,22,7,37,18,4,Sun,2015-11-22T07:37:18,553755
344,2015,Nov,22,8,45,45,4,Sun,2015-11-22T08:45:45,652935
345,2015,Nov,22,9,51,30,4,Sun,2015-11-22T09:51:30,702525
346,2015,Nov,22,10,4,51,4,Sun,2015-11-22T10:04:51,710790
347,2015,Nov,22,11,5,33,4,Sun,2015-11-22T11:05:33,826500
348,2015,Nov,22,12,55,58,4,Sun,2015-11-22T12:55:58,768645
349,2015,Nov,22,13,2,4,4,Sun,2015-11-22T13:02:04,743850
350,2015,Nov,22,14,14,8,4,Sun,2015-11-22T14:14:08,760380
351,2015,Nov,22,15,2,19,4,Sun,2015-11-22T15:02:19,685995
352,2015,Nov,22,16,0,48,4,Sun,2015-11-22T16:00:48,685995
353,2015,Nov,22,17,54,28,4,Sun,2015-11-22T17:54:28,545490
354,2015,Nov,22,18,21,55,4,Sun,2015-11-22T18:21:55,537225
355,2015,Nov,22,19,10,51,4,Sun,2015-11-22T19:10:51,504165
356,2015,Nov,22,20,9,55,4,Sun,2015-11-22T20:09:55,595080
